---------- Low Frequencies ----------
index1 index2   freq[cm-1] 
     0     -6       -11.25   <-- Imag 
     1     -5        -1.93   <-- Imag 
     2     -4        -0.00 
     3     -3         0.00 
     4     -2         0.00 
     5     -1        11.53 
---------- High Frequencies --------- 
     6      0      1533.85 
     7      1      3631.79 
     8      2      3640.42 
-----------------------------------
