 ab inito points for HO2 Data: 2007/3/17. modifie le 29oct2007: th = 0.0, 180.0   
   n1 n2  n3    r(OH)       th(OOH)      r(OO)      V(MRCI) 
   1  16   4    1.000000  150.000000    2.100000  -150.04255096
   1  16   5    1.000000  150.000000    2.200000  -150.07085879
   1  16   6    1.000000  150.000000    2.250000  -150.08008487
   1  16   7    1.000000  150.000000    2.300000  -150.08669767
   1  16   8    1.000000  150.000000    2.400000  -150.09367532
   1  16   9    1.000000  150.000000    2.500000  -150.09442941
   1  16  10    1.000000  150.000000    2.550000  -150.09310092
   1  16  11    1.000000  150.000000    2.600000  -150.09090209
   1  16  12    1.000000  150.000000    2.700000  -150.08454271
   1  16  13    1.000000  150.000000    2.800000  -150.07646198
   1  16  14    1.000000  150.000000    3.000000  -150.05851984
   1  16  15    1.000000  150.000000    3.250000  -150.03966075
   1  16  16    1.000000  150.000000    3.500000  -150.03173095
   1  16  17    1.000000  150.000000    3.800000  -150.03286648
   1  16  18    1.000000  150.000000    4.200000  -150.03757087
   1  16  19    1.000000  150.000000    4.800000  -150.04072816
   1  16  20    1.000000  150.000000    5.500000  -150.04122853
   1  16  21    1.000000  150.000000    6.500000  -150.04092802
   1  16  22    1.000000  150.000000    7.300000  -150.04070094
   1  16  23    1.000000  150.000000    8.000000  -150.04057443
   1  16  24    1.000000  150.000000    8.800000  -150.04048995
   1  16  25    1.000000  150.000000    9.500000  -150.04044602
   1  16  26    1.000000  150.000000   11.000000  -150.04039457
   1  16  27    1.000000  150.000000   12.500000  -150.04037018
   1  16  28    1.000000  150.000000   14.000000  -149.97320533
   1  16  29    1.000000  150.000000   16.000000  -150.04032511
   1  16  30    1.000000  150.000000   20.000000  -150.04032509
   0   0   0    0.000000    0.000000    0.000000     0.00000000
   1  17   1    1.000000  160.000000    1.400000  -148.72487843
   1  17   2    1.000000  160.000000    1.650000  -149.55979772
   1  17   3    1.000000  160.000000    1.900000  -149.91002873
   1  17   4    1.000000  160.000000    2.100000  -150.02628312
   1  17   5    1.000000  160.000000    2.200000  -150.05482956
   1  17   6    1.000000  160.000000    2.250000  -150.06414814
   1  17   7    1.000000  160.000000    2.300000  -150.07083433
   1  17   8    1.000000  160.000000    2.400000  -150.07789724
   1  17   9    1.000000  160.000000    2.500000  -150.07864815
   1  17  10    1.000000  160.000000    2.550000  -150.07728268
   1  17  11    1.000000  160.000000    2.600000  -150.07502236
   1  17  12    1.000000  160.000000    2.700000  -150.06846388
   1  17  13    1.000000  160.000000    2.800000  -150.06008088
   1  17  14    1.000000  160.000000    3.000000  -150.04126267
   1  17  15    1.000000  160.000000    3.250000  -150.02191828
   1  17  16    1.000000  160.000000    3.500000  -150.01941924
   1  17  17    1.000000  160.000000    3.800000  -150.02769627
   1  17  18    1.000000  160.000000    4.200000  -150.03581874
   1  17  19    1.000000  160.000000    4.800000  -150.04028270
   1  17  20    1.000000  160.000000    5.500000  -150.03714512
   1  17  21    1.000000  160.000000    6.500000  -150.03568096
   1  17  22    1.000000  160.000000    7.300000  -149.98384001
   1  17  23    1.000000  160.000000    8.000000  -149.98371767
   1  17  24    1.000000  160.000000    8.800000  -150.03526981
   1  17  25    1.000000  160.000000    9.500000  -149.98358471
   1  17  26    1.000000  160.000000   11.000000  -150.03524116
   1  17  27    1.000000  160.000000   12.500000  -150.03523084
   1  17  28    1.000000  160.000000   14.000000  -149.98348924
   1  17  29    1.000000  160.000000   16.000000  -150.04032511
   1  17  30    1.000000  160.000000   20.000000  -150.04032509
   0   0   0    0.000000    0.000000    0.000000     0.00000000
   1  18   1    1.000000  170.000000    1.400000  -148.70994448
   1  18   2    1.000000  170.000000    1.650000  -149.54639701
   1  18   3    1.000000  170.000000    1.900000  -149.89786504
   1  18   4    1.000000  170.000000    2.100000  -150.01479490
   1  18   5    1.000000  170.000000    2.200000  -150.04356061
   1  18   6    1.000000  170.000000    2.250000  -150.05295899
   1  18   7    1.000000  170.000000    2.300000  -150.05970385
   1  18   8    1.000000  170.000000    2.400000  -150.06681710
   1  18   9    1.000000  170.000000    2.500000  -150.06752162
   1  18  10    1.000000  170.000000    2.550000  -150.06609329
   1  18  11    1.000000  170.000000    2.600000  -150.06374130
   1  18  12    1.000000  170.000000    2.700000  -150.05690497
   1  18  13    1.000000  170.000000    2.800000  -150.04809784
   1  18  14    1.000000  170.000000    3.000000  -150.02782822
   1  18  15    1.000000  170.000000    3.250000  -150.00392306
   1  18  16    1.000000  170.000000    3.500000  -150.01006919
   1  18  17    1.000000  170.000000    3.800000  -150.02403345
   1  18  18    1.000000  170.000000    4.200000  -150.03453677
   1  18  19    1.000000  170.000000    4.800000  -150.03977683
   1  18  20    1.000000  170.000000    5.500000  -150.03701448
   1  18  21    1.000000  170.000000    6.500000  -150.03561618
   1  18  22    1.000000  170.000000    7.300000  -150.03535283
   1  18  23    1.000000  170.000000    8.000000  -150.03529311
   1  18  24    1.000000  170.000000    8.800000  -149.98363303
   1  18  25    1.000000  170.000000    9.500000  -149.98358577
   1  18  26    1.000000  170.000000   11.000000  -149.98353041
   1  18  27    1.000000  170.000000   12.500000  -150.03523003
   1  18  28    1.000000  170.000000   14.000000  -150.03522165
   1  18  29    1.000000  170.000000   16.000000  -150.04032511
   1  18  30    1.000000  170.000000   20.000000  -150.04032509
   0   0   0    0.000000    0.000000    0.000000     0.00000000
   1  19   1    1.000000  180.000000    1.400000  -148.70246039
   1  19   2    1.000000  180.000000    1.650000  -149.54076843
   1  19   3    1.000000  180.000000    1.900000  -149.89253476
   1  19   4    1.000000  180.000000    2.100000  -150.00946271
   1  19   5    1.000000  180.000000    2.200000  -150.03822525
   1  19   6    1.000000  180.000000    2.250000  -150.04761492
   1  19   7    1.000000  180.000000    2.300000  -150.05434491
   1  19   8    1.000000  180.000000    2.400000  -150.06140675
   1  19   9    1.000000  180.000000    2.500000  -150.06202494
   1  19  10    1.000000  180.000000    2.550000  -150.06053801
   1  19  11    1.000000  180.000000    2.600000  -150.05811630
   1  19  12    1.000000  180.000000    2.700000  -150.05110141
   1  19  13    1.000000  180.000000    2.800000  -150.04205306
   1  19  14    1.000000  180.000000    3.000000  -150.02097509
   1  19  15    1.000000  180.000000    3.250000  -149.98853628
   1  19  16    1.000000  180.000000    3.500000  -150.00706837
   1  19  17    1.000000  180.000000    3.800000  -150.02285869
   1  19  18    1.000000  180.000000    4.200000  -150.03411305
   1  19  19    1.000000  180.000000    4.800000  -150.04006460
   1  19  20    1.000000  180.000000    5.500000  -150.04136917
   1  19  21    1.000000  180.000000    6.500000  -150.04123050
   1  19  22    1.000000  180.000000    7.300000  -150.04101456
   1  19  23    1.000000  180.000000    8.000000  -150.04089033
   1  19  24    1.000000  180.000000    8.800000  -150.04080310
   1  19  25    1.000000  180.000000    9.500000  -150.04075564
   1  19  26    1.000000  180.000000   11.000000  -150.04069998
   1  19  27    1.000000  180.000000   12.500000  -150.04067325
   1  19  28    1.000000  180.000000   14.000000  -149.98348999
   1  19  29    1.000000  180.000000   16.000000  -150.04032511
   1  19  30    1.000000  180.000000   20.000000  -150.04032509
   0   0   0    0.000000    0.000000    0.000000     0.00000000
   2   1   1    1.200000    0.000000    1.400000  -100.00000000
   2   1   2    1.200000    0.000000    1.650000  -100.00000000
   2   1   3    1.200000    0.000000    1.900000  -100.00000000
   2   1   4    1.200000    0.000000    2.100000  -100.00000000
   2   1   5    1.200000    0.000000    2.200000  -149.41053895
   2   1   6    1.200000    0.000000    2.250000  -149.54864181
   2   1   7    1.200000    0.000000    2.300000  -149.66434590
   2   1   8    1.200000    0.000000    2.400000  -149.84331874
   2   1   9    1.200000    0.000000    2.500000  -149.97056960
   2   1  10    1.200000    0.000000    2.550000  -150.01985876
   2   1  11    1.200000    0.000000    2.600000  -150.06159732
   2   1  12    1.200000    0.000000    2.700000  -150.12697084
   2   1  13    1.200000    0.000000    2.800000  -150.17401780
   2   1  14    1.200000    0.000000    3.000000  -150.23235928
   2   1  15    1.200000    0.000000    3.250000  -150.28607031
   2   1  16    1.200000    0.000000    3.500000  -150.33293244
   2   1  17    1.200000    0.000000    3.800000  -150.36594767
   2   1  18    1.200000    0.000000    4.200000  -150.38907946
   2   1  19    1.200000    0.000000    4.800000  -150.40510815
   2   1  20    1.200000    0.000000    5.500000  -150.40833353
   2   1  21    1.200000    0.000000    6.500000  -150.40776604
   2   1  22    1.200000    0.000000    7.300000  -150.40710219
   2   1  23    1.200000    0.000000    8.000000  -150.40672408
   2   1  24    1.200000    0.000000    8.800000  -150.40646450
   2   1  25    1.200000    0.000000    9.500000  -150.40633012
   2   1  26    1.200000    0.000000   11.000000  -150.40617545
   2   1  27    1.200000    0.000000   12.500000  -150.40610452
   2   1  28    1.200000    0.000000   14.000000  -150.40608464
   2   1  29    1.200000    0.000000   16.000000  -150.40604327
   2   1  30    1.200000    0.000000   20.000000  -150.40601594
   0   0   0    0.000000    0.000000    0.000000     0.00000000
   2   2   1    1.200000   10.000000    1.400000  -100.00000000
   2   2   2    1.200000   10.000000    1.650000  -100.00000000
   2   2   3    1.200000   10.000000    1.900000  -100.00000000
   2   2   4    1.200000   10.000000    2.100000  -100.00000000
   2   2   5    1.200000   10.000000    2.200000  -149.52352078
   2   2   6    1.200000   10.000000    2.250000  -149.64265005
   2   2   7    1.200000   10.000000    2.300000  -149.74314502
   2   2   8    1.200000   10.000000    2.400000  -149.89999689
   2   2   9    1.200000   10.000000    2.500000  -150.01278872
   2   2  10    1.200000   10.000000    2.550000  -150.05684890
   2   2  11    1.200000   10.000000    2.600000  -150.09437370
   2   2  12    1.200000   10.000000    2.700000  -150.15370634
   2   2  13    1.200000   10.000000    2.800000  -150.19714469
   2   2  14    1.200000   10.000000    3.000000  -150.25373161
   2   2  15    1.200000   10.000000    3.250000  -150.29953333
   2   2  16    1.200000   10.000000    3.500000  -150.33905779
   2   2  17    1.200000   10.000000    3.800000  -150.37005647
   2   2  18    1.200000   10.000000    4.200000  -150.39188539
   2   2  19    1.200000   10.000000    4.800000  -150.40529215
   2   2  20    1.200000   10.000000    5.500000  -150.40830856
   2   2  21    1.200000   10.000000    6.500000  -150.40588385
   2   2  22    1.200000   10.000000    7.300000  -150.40706581
   2   2  23    1.200000   10.000000    8.000000  -150.40670793
   2   2  24    1.200000   10.000000    8.800000  -150.40645625
   2   2  25    1.200000   10.000000    9.500000  -150.40632448
   2   2  26    1.200000   10.000000   11.000000  -150.40617264
   2   2  27    1.200000   10.000000   12.500000  -150.40610299
   2   2  28    1.200000   10.000000   14.000000  -150.40606821
   2   2  29    1.200000   10.000000   16.000000  -150.40604595
   2   2  30    1.200000   10.000000   20.000000  -150.40601594
   0   0   0    0.000000    0.000000    0.000000     0.00000000
   2   3   1    1.200000   20.000000    1.400000  -100.00000000
   2   3   2    1.200000   20.000000    1.650000  -100.00000000
   2   3   3    1.200000   20.000000    1.900000  -100.00000000
   2   3   4    1.200000   20.000000    2.100000  -149.55556975
   2   3   5    1.200000   20.000000    2.200000  -149.76365532
   2   3   6    1.200000   20.000000    2.250000  -149.84570521
   2   3   7    1.200000   20.000000    2.300000  -149.91596217
   2   3   8    1.200000   20.000000    2.400000  -150.02784366
   2   3   9    1.200000   20.000000    2.500000  -150.11037448
   2   3  10    1.200000   20.000000    2.550000  -150.14322202
   2   3  11    1.200000   20.000000    2.600000  -150.17153513
   2   3  12    1.200000   20.000000    2.700000  -150.21710358
   2   3  13    1.200000   20.000000    2.800000  -150.25129892
   2   3  14    1.200000   20.000000    3.000000  -150.29722379
   2   3  15    1.200000   20.000000    3.250000  -150.33231434
   2   3  16    1.200000   20.000000    3.500000  -150.35798605
   2   3  17    1.200000   20.000000    3.800000  -150.37991829
   2   3  18    1.200000   20.000000    4.200000  -150.39604985
   2   3  19    1.200000   20.000000    4.800000  -150.40582580
   2   3  20    1.200000   20.000000    5.500000  -150.40824972
   2   3  21    1.200000   20.000000    6.500000  -150.40765088
   2   3  22    1.200000   20.000000    7.300000  -150.40598048
   2   3  23    1.200000   20.000000    8.000000  -150.40596521
   2   3  24    1.200000   20.000000    8.800000  -150.40593860
   2   3  25    1.200000   20.000000    9.500000  -150.40595255
   2   3  26    1.200000   20.000000   11.000000  -150.40597467
   2   3  27    1.200000   20.000000   12.500000  -150.40598788
   2   3  28    1.200000   20.000000   14.000000  -150.40599663
   2   3  29    1.200000   20.000000   16.000000  -150.40601595
   2   3  30    1.200000   20.000000   20.000000  -150.40601594
   0   0   0    0.000000    0.000000    0.000000     0.00000000
   2   4   1    1.200000   30.000000    1.400000  -100.00000000
   2   4   2    1.200000   30.000000    1.650000  -100.00000000
   2   4   3    1.200000   30.000000    1.900000  -149.45162284
   2   4   4    1.200000   30.000000    2.100000  -149.85669881
   2   4   5    1.200000   30.000000    2.200000  -149.98742834
   2   4   6    1.200000   30.000000    2.250000  -150.04004659
   2   4   7    1.200000   30.000000    2.300000  -150.08567281
   2   4   8    1.200000   30.000000    2.400000  -150.15959436
   2   4   9    1.200000   30.000000    2.500000  -150.21529633
   2   4  10    1.200000   30.000000    2.550000  -150.23778114
   2   4  11    1.200000   30.000000    2.600000  -150.25731174
   2   4  12    1.200000   30.000000    2.700000  -150.28900916
   2   4  13    1.200000   30.000000    2.800000  -150.31290834
   2   4  14    1.200000   30.000000    3.000000  -150.34454278
   2   4  15    1.200000   30.000000    3.250000  -150.36647121
   2   4  16    1.200000   30.000000    3.500000  -150.38026684
   2   4  17    1.200000   30.000000    3.800000  -150.39195898
   2   4  18    1.200000   30.000000    4.200000  -150.40106707
   2   4  19    1.200000   30.000000    4.800000  -150.40664539
   2   4  20    1.200000   30.000000    5.500000  -150.40816281
   2   4  21    1.200000   30.000000    6.500000  -150.40752938
